Cnot11	Cnot12	Cnot13	Ctrl1	Ctrl2	Ctrl3
ENSG00000149548	0	13	15	1	0	0
ENSG00000149554	16	7	8	2	9	21
ENSG00000149557	2	5	5	4	1	3
ENSG00000149564	0	0	3	0	0	1
ENSG00000149571	6	3	6	1	1	3
ENSG00000149573	0	0	0	0	0	0
ENSG00000149577	13	13	21	14	13	22
ENSG00000149582	12	11	11	11	13	17
ENSG00000149591	1	5	6	2	3	4
ENSG00000149596	7	4	2	1	1	0
ENSG00000149599	0	2	1	2	1	5
ENSG00000149600	23	20	22	11	16	22
ENSG00000149633	2	1	5	0	2	3
ENSG00000149634	0	0	0	0	1	2
ENSG00000149636	14	14	16	12	11	29
ENSG00000149639	13	14	17	28	32	23
ENSG00000149646	0	1	1	2	3	2
ENSG00000149657	8	27	13	17	20	15
ENSG00000149658	1	2	3	0	1	0
ENSG00000149679	10	18	18	22	20	23
ENSG00000149716	20	32	24	15	25	26
ENSG00000149735	0	0	0	0	0	0
ENSG00000149742	0	0	0	0	0	0
ENSG00000149743	15	12	14	5	3	6
ENSG00000149761	7	9	2	12	12	9
ENSG00000149781	2	2	1	1	2	2
ENSG00000149782	53	68	66	40	45	63
ENSG00000149792	31	52	37	20	18	22
ENSG00000149798	10	11	10	4	4	6
ENSG00000149806	91	108	101	60	121	117
ENSG00000149809	5	13	13	10	8	15
ENSG00000149823	14	18	12	7	6	9
ENSG00000149922	0	1	0	1	1	3
ENSG00000149923	63	63	75	23	55	56
ENSG00000149925	451	614	459	277	465	471
ENSG00000149926	0	0	0	0	1	0
ENSG00000149927	0	2	2	2	0	3
ENSG00000149929	0	3	7	0	0	0
ENSG00000149930	122	49	126	76	115	130
ENSG00000149932	2	0	17	18	21	0
ENSG00000149948	15	21	18	3	7	6
ENSG00000149968	9	4	9	7	13	7
ENSG00000149972	0	0	0	0	0	0
ENSG00000150045	0	0	0	0	0	0
ENSG00000150048	1	0	1	1	1	3
ENSG00000150051	11	17	17	4	3	9
ENSG00000150054	1	4	6	1	2	3
ENSG00000150093	356	568	483	235	347	349
ENSG00000150201	0	0	0	0	0	0
ENSG00000150261	0	0	0	0	0	0
ENSG00000150269	0	0	0	0	0	0
ENSG00000150275	0	0	0	0	0	0
ENSG00000150281	3	1	3	2	3	2
ENSG00000150337	0	0	1	0	1	0
ENSG00000150347	71	129	104	47	70	70
ENSG00000150361	0	0	0	0	0	0
ENSG00000150394	0	0	0	0	1	0
ENSG00000150401	0	3	3	2	1	3
ENSG00000150403	13	46	39	21	43	38
ENSG00000150433	0	6	1	3	2	1
ENSG00000150455	6	6	4	6	1	4
ENSG00000150456	2	0	2	0	4	2
ENSG00000150459	106	138	130	55	101	89
ENSG00000150471	1	0	0	1	0	0
ENSG00000150477	5	8	6	4	5	4
ENSG00000150510	4	3	6	2	4	5
ENSG00000150527	36	57	54	20	16	22
ENSG00000150540	2	2	1	2	1	1
ENSG00000150551	0	0	2	0	0	1
ENSG00000150556	0	1	0	0	0	0
ENSG00000150593	16	36	6	18	14	13
ENSG00000150625	0	0	0	0	0	0
ENSG00000150627	1	4	1	2	5	7
ENSG00000150628	0	0	0	0	0	0
ENSG00000150636	0	1	1	1	2	1
ENSG00000150637	0	0	0	0	0	0
ENSG00000150656	0	0	0	0	0	0
ENSG00000150667	0	0	0	0	0	0
ENSG00000150672	0	1	0	0	1	1
ENSG00000150676	0	0	0	0	0	0
ENSG00000150687	13	15	6	13	4	3
ENSG00000150712	15	20	12	12	7	16
ENSG00000150722	0	0	0	0	0	0
ENSG00000150750	0	0	0	0	0	0
ENSG00000150753	134	172	167	85	161	100
ENSG00000150756	0	0	2	0	2	3
ENSG00000150760	63	122	102	65	102	114
ENSG00000150764	8	0	0	4	0	12
ENSG00000150768	39	83	72	30	50	57
ENSG00000150773	3	3	2	0	1	0
ENSG00000150776	8	25	23	12	25	4
ENSG00000150779	13	9	16	7	8	16
ENSG00000150782	0	0	0	0	0	0
ENSG00000150783	0	0	0	0	0	0
ENSG00000150787	6	4	15	7	5	5
ENSG00000150867	24	23	9	13	16	14
ENSG00000150873	0	0	0	0	0	0
ENSG00000150938	6	6	5	5	11	8
ENSG00000150961	42	91	19	44	16	26
ENSG00000150967	4	9	4	1	5	6
ENSG00000150977	14	19	15	8	11	8
ENSG00000150990	0	0	1	0	0	0
ENSG00000150991	750	1020	894	389	664	574
ENSG00000150995	0	27	20	0	11	15
ENSG00000151006	7	5	4	0	1	0
ENSG00000151012	47	68	72	9	17	13
ENSG00000151014	0	3	0	0	0	0
ENSG00000151023	0	0	0	0	0	0
ENSG00000151062	0	2	2	1	1	0
ENSG00000151065	6	7	9	7	7	9
ENSG00000151067	0	3	8	8	14	10
ENSG00000151079	0	0	1	0	0	2
ENSG00000151090	7	12	18	2	7	5
ENSG00000151092	16	40	43	22	19	45
ENSG00000151093	2	3	6	0	3	1
ENSG00000151116	10	24	19	7	4	18
ENSG00000151131	10	3	7	7	5	1
ENSG00000151135	21	16	22	15	15	17
ENSG00000151136	3	6	14	0	0	3
ENSG00000151148	34	49	44	28	33	31
ENSG00000151150	4	3	7	0	4	4
ENSG00000151164	0	0	0	0	1	3
ENSG00000151176	24	28	30	33	50	21
ENSG00000151208	3	5	19	10	15	11
ENSG00000151224	0	0	0	0	0	0
ENSG00000151229	7	0	1	2	0	0
ENSG00000151233	0	21	22	1	10	0
ENSG00000151239	54	90	78	27	58	46
ENSG00000151240	24	50	37	41	22	15
ENSG00000151247	49	67	66	26	42	42
ENSG00000151276	28	53	45	11	25	28
ENSG00000151287	10	14	7	4	8	6
ENSG00000151292	32	62	46	28	37	35
ENSG00000151320	0	3	2	0	2	0
ENSG00000151322	13	15	13	7	16	13
ENSG00000151327	15	20	25	9	29	15
ENSG00000151332	8	15	15	5	3	5
ENSG00000151338	2	2	3	3	2	2
ENSG00000151348	107	162	159	62	80	123
ENSG00000151353	2	10	3	3	5	6
ENSG00000151364	1	0	0	0	0	0
ENSG00000151365	0	0	0	0	0	0
ENSG00000151366	47	37	38	11	22	25
ENSG00000151376	20	15	10	12	17	17
ENSG00000151388	13	36	6	12	0	3
ENSG00000151413	1	0	2	1	1	1
ENSG00000151414	15	19	26	9	27	20
ENSG00000151418	0	0	0	0	0	0
ENSG00000151422	4	4	7	6	12	4
ENSG00000151445	38	28	25	9	19	21
ENSG00000151458	0	6	62	6	31	26
ENSG00000151461	46	58	69	31	59	63
ENSG00000151465	49	53	37	37	38	46
ENSG00000151466	1	1	6	2	9	2
ENSG00000151468	0	0	0	0	0	0
ENSG00000151470	0	2	1	0	2	2
ENSG00000151474	6	8	4	1	12	7
ENSG00000151490	0	0	0	0	0	0
ENSG00000151491	49	85	93	19	28	25
ENSG00000151498	7	15	15	13	10	23
ENSG00000151500	16	19	16	5	6	7
ENSG00000151502	8	15	14	10	14	14
ENSG00000151503	58	82	81	40	58	64
ENSG00000151532	16	18	25	11	11	13
ENSG00000151552	8	22	2	1	13	2
ENSG00000151553	29	44	37	12	30	19
ENSG00000151572	2	7	11	6	5	5
ENSG00000151575	4	2	0	1	3	0
ENSG00000151576	17	19	29	8	13	14
ENSG00000151577	0	0	0	0	0	0
ENSG00000151611	0	4	5	0	0	1
ENSG00000151612	0	5	6	3	11	3
ENSG00000151615	12	18	12	4	11	10
ENSG00000151617	5	20	6	0	1	2
ENSG00000151623	0	4	4	3	4	5
ENSG00000151632	1	2	7	0	1	0
ENSG00000151640	3	3	7	4	3	3
ENSG00000151651	4	6	5	2	5	7
ENSG00000151655	0	0	0	0	1	0
ENSG00000151657	0	0	0	2	0	0
ENSG00000151665	2	0	0	1	0	3
ENSG00000151687	1	4	1	0	3	3
ENSG00000151689	15	25	16	9	17	13
ENSG00000151690	12	17	16	8	15	28
ENSG00000151692	2	1	6	1	0	1
ENSG00000151693	60	73	116	25	0	38
ENSG00000151702	23	26	26	13	17	0
ENSG00000151704	0	0	0	0	0	0
ENSG00000151715	0	0	0	0	0	0
ENSG00000151718	62	83	11	38	46	44
ENSG00000151725	4	16	5	7	9	7
ENSG00000151726	55	77	69	17	43	46
ENSG00000151729	4	10	3	6	9	6
ENSG00000151743	0	1	5	1	3	3
ENSG00000151746	5	21	2	2	17	11
ENSG00000151748	11	14	12	2	16	9
ENSG00000151773	0	0	0	0	0	0
ENSG00000151778	1	1	1	1	1	2
ENSG00000151779	9	5	10	19	33	27
ENSG00000151789	0	1	2	1	1	0
ENSG00000151790	0	0	0	0	0	0
ENSG00000151806	0	0	0	3	0	0
ENSG00000151812	0	0	0	0	0	0
ENSG00000151834	0	0	1	1	2	3
ENSG00000151835	22	145	0	0	0	108
ENSG00000151838	0	0	0	0	0	0
ENSG00000151846	0	0	2	0	0	0
ENSG00000151849	12	8	20	10	16	23
ENSG00000151876	2	1	2	0	0	0
ENSG00000151881	5	7	9	0	9	2
ENSG00000151882	2	4	4	1	2	0
ENSG00000151883	13	19	18	4	8	23
ENSG00000151892	11	12	15	12	12	18
ENSG00000151893	12	22	0	4	7	20
ENSG00000151914	257	473	374	173	304	231
ENSG00000151917	0	0	1	0	1	0
ENSG00000151923	59	83	77	36	50	66
ENSG00000151929	210	292	287	75	119	104
ENSG00000151948	1	0	2	0	1	2
ENSG00000151952	0	0	0	0	1	0
ENSG00000151962	4	4	1	1	0	0
ENSG00000151967	0	0	4	5	1	5
ENSG00000152034	0	0	0	0	0	0
ENSG00000152049	1	3	1	0	2	1
ENSG00000152056	1	2	2	2	4	4
ENSG00000152061	23	41	39	11	22	26
ENSG00000152076	1	0	0	0	1	2
ENSG00000152078	0	4	1	0	0	3
ENSG00000152082	29	19	24	32	33	37
ENSG00000152092	0	0	0	0	1	0
ENSG00000152093	0	0	0	0	0	0
ENSG00000152102	22	28	32	14	16	20
ENSG00000152104	0	2	0	2	3	1
ENSG00000152127	16	23	28	8	14	15
ENSG00000152128	1	0	1	0	0	0
ENSG00000152133	8	8	16	3	11	10
ENSG00000152137	21	34	27	12	10	9
ENSG00000152147	1	0	2	0	0	1
ENSG00000152154	0	0	0	0	0	0
ENSG00000152207	0	0	0	0	0	0
ENSG00000152208	0	0	0	0	0	0
ENSG00000152214	0	0	0	0	0	0
ENSG00000152217	4	0	2	5	3	9
ENSG00000152219	0	6	1	0	15	8
ENSG00000152223	16	47	26	33	30	16
ENSG00000152229	11	13	11	5	6	6
ENSG00000152234	302	375	408	227	347	359
ENSG00000152240	3	5	5	3	4	8
ENSG00000152242	5	37	21	15	18	9
ENSG00000152253	2	0	2	0	2	0
ENSG00000152254	0	0	0	0	0	0
ENSG00000152256	7	16	15	5	8	8
ENSG00000152266	0	0	0	0	0	0
ENSG00000152270	0	3	0	0	0	0
ENSG00000152284	0	0	0	0	0	0
ENSG00000152291	70	92	89	52	73	68
ENSG00000152332	5	43	14	27	46	24
ENSG00000152348	0	2	4	0	0	2
ENSG00000152359	0	13	2	0	0	7
ENSG00000152377	31	18	49	34	55	38
ENSG00000152380	1	0	1	1	0	0
ENSG00000152402	3	4	6	1	3	4
ENSG00000152404	14	41	25	10	12	20
ENSG00000152413	1	17	5	1	3	0
ENSG00000152422	6	4	7	5	5	6
ENSG00000152430	0	0	0	0	0	1
ENSG00000152433	2	3	1	3	11	10
ENSG00000152439	3	1	4	2	4	2
ENSG00000152443	0	0	0	0	0	1
ENSG00000152454	0	0	0	0	0	0
ENSG00000152455	15	8	1	8	3	9
ENSG00000152457	0	12	4	3	5	0
ENSG00000152463	0	5	3	1	0	1
ENSG00000152464	10	19	21	4	11	11
ENSG00000152465	5	11	6	4	6	4
ENSG00000152467	0	0	0	0	1	0
ENSG00000152475	1	1	1	1	0	0
ENSG00000152484	0	0	0	0	0	0
ENSG00000152495	0	0	1	1	2	2
ENSG00000152503	6	20	10	7	10	13
ENSG00000152520	5	8	18	12	8	15
ENSG00000152527	2	2	4	4	3	8
ENSG00000152556	28	19	18	3	46	57
ENSG00000152558	26	25	2	4	38	5
ENSG00000152578	0	1	0	0	0	0
ENSG00000152580	4	10	11	6	9	6
ENSG00000152582	1	3	3	1	6	0
ENSG00000152583	0	0	0	1	0	0
ENSG00000152592	0	0	0	0	0	0
ENSG00000152595	0	0	0	0	0	0
ENSG00000152601	45	67	62	44	51	51
ENSG00000152611	0	0	0	0	0	0
ENSG00000152620	4	18	9	3	0	9
ENSG00000152642	6	3	5	0	7	7
ENSG00000152669	0	2	0	0	2	0
ENSG00000152670	0	0	0	0	0	0
ENSG00000152672	0	0	0	1	0	0
ENSG00000152683	17	45	22	15	19	18
ENSG00000152689	8	13	9	2	3	2
ENSG00000152700	30	32	32	16	22	23
ENSG00000152760	0	0	0	0	0	0
ENSG00000152763	0	5	5	3	4	5
ENSG00000152767	70	85	94	19	32	116
ENSG00000152779	0	0	0	0	0	0
ENSG00000152782	6	5	11	3	4	6
ENSG00000152784	3	9	9	4	4	6
ENSG00000152795	110	176	169	70	92	115
ENSG00000152804	0	0	1	0	1	1
ENSG00000152818	102	240	174	64	110	119
ENSG00000152822	0	3	0	0	0	0
ENSG00000152894	38	65	57	20	26	34
ENSG00000152904	8	19	13	11	21	12
ENSG00000152910	0	0	0	0	0	0
ENSG00000152926	0	2	0	0	1	0
ENSG00000152936	0	0	0	0	0	0
ENSG00000152939	0	4	8	0	2	0
ENSG00000152942	14	5	23	14	26	21
ENSG00000152944	0	0	0	7	8	5
ENSG00000152952	74	53	132	41	87	76
ENSG00000152953	0	0	1	0	2	4
ENSG00000152954	0	0	0	0	0	0
ENSG00000152969	0	0	0	0	0	0
ENSG00000152977	0	0	0	1	1	1
ENSG00000152990	3	8	9	15	8	13
ENSG00000153002	0	0	0	0	0	0
ENSG00000153012	0	1	0	0	0	0
ENSG00000153015	0	10	17	3	5	15
ENSG00000153029	6	25	16	5	13	11
ENSG00000153037	18	3	11	5	21	8
ENSG00000153044	4	10	7	1	6	4
ENSG00000153046	59	66	66	46	57	66
ENSG00000153048	13	32	30	6	10	14
ENSG00000153060	0	0	0	0	0	0
ENSG00000153064	0	3	3	0	1	1
ENSG00000153066	90	113	104	33	39	60
ENSG00000153071	19	79	170	46	34	47
ENSG00000153086	0	0	0	0	0	0
ENSG00000153093	0	0	1	0	1	1
ENSG00000153094	11	19	19	1	4	9
ENSG00000153107	45	6	2	5	8	53
ENSG00000153113	193	279	254	104	158	177
ENSG00000153130	4	3	14	7	3	4
ENSG00000153132	6	12	12	4	9	12
ENSG00000153140	6	15	14	6	9	10
ENSG00000153157	0	0	0	2	0	0
ENSG00000153165	3	1	0	1	0	0
ENSG00000153179	11	32	27	6	11	11
ENSG00000153187	373	533	556	216	336	285
ENSG00000153201	0	0	2	1	1	2
ENSG00000153207	166	264	232	63	124	129
ENSG00000153208	7	11	10	8	2	14
ENSG00000153214	0	0	0	1	0	0
ENSG00000153230	0	0	0	0	0	0
ENSG00000153233	2	0	1	0	0	1
ENSG00000153234	15	17	23	5	14	16
ENSG00000153237	0	1	1	0	1	2
ENSG00000153246	0	14	2	0	0	1
ENSG00000153250	26	82	34	22	35	31
ENSG00000153253	0	0	0	0	0	0
ENSG00000153266	116	124	117	56	116	128
ENSG00000153283	1	0	0	0	0	0
ENSG00000153291	1	1	0	0	1	0
ENSG00000153292	0	0	0	0	0	0
ENSG00000153294	0	1	0	0	0	0
ENSG00000153303	0	0	0	0	0	1
ENSG00000153310	21	39	47	14	24	22
ENSG00000153317	28	108	116	84	77	8
ENSG00000153339	67	23	132	14	59	67
ENSG00000153347	0	0	0	0	0	0
ENSG00000153391	8	16	14	6	8	5
ENSG00000153395	14	34	21	16	23	8
ENSG00000153404	1	0	3	3	14	15
ENSG00000153406	14	15	15	5	7	9
ENSG00000153443	28	14	10	9	15	19
ENSG00000153446	0	0	0	0	0	1
ENSG00000153485	7	7	7	3	4	6
ENSG00000153487	13	23	23	10	14	10
ENSG00000153495	0	0	0	0	0	0
ENSG00000153498	0	0	0	0	0	0
ENSG00000153531	3	0	8	2	2	2
ENSG00000153551	10	10	9	8	10	4
ENSG00000153558	0	1	1	0	0	0
ENSG00000153560	48	57	53	27	38	54
ENSG00000153563	1	0	0	0	2	0
ENSG00000153684	0	0	0	0	0	0
ENSG00000153707	13	23	15	11	17	13
ENSG00000153721	3	5	14	2	0	0
ENSG00000153767	6	3	4	3	1	10
ENSG00000153774	0	0	1	0	0	0
ENSG00000153779	0	0	0	0	0	0
ENSG00000153786	36	42	43	24	32	36
ENSG00000153789	0	0	0	1	0	0
ENSG00000153790	0	7	5	8	9	8
ENSG00000153802	0	0	0	0	0	0
ENSG00000153814	4	6	18	10	2	11
ENSG00000153815	97	127	117	41	75	73
ENSG00000153820	1	2	3	1	0	3
ENSG00000153822	0	0	0	0	0	0
ENSG00000153823	45	46	40	19	24	19
ENSG00000153827	444	658	594	208	389	377
ENSG00000153832	0	0	0	0	0	0
ENSG00000153879	20	22	21	7	8	7
ENSG00000153885	13	9	20	7	9	11
ENSG00000153896	0	0	1	0	0	0
ENSG00000153898	0	1	1	0	0	3
ENSG00000153902	0	2	0	0	0	0
ENSG00000153904	8	18	17	7	25	12
ENSG00000153914	24	20	25	0	18	18
ENSG00000153922	138	238	206	66	84	105
ENSG00000153930	0	0	0	0	0	0
ENSG00000153933	7	0	8	0	9	2
ENSG00000153936	12	8	7	3	9	3
ENSG00000153944	17	24	21	10	19	13
ENSG00000153956	5	22	6	2	12	22
ENSG00000153975	0	2	0	0	2	2
ENSG00000153976	8	2	0	1	12	2
ENSG00000153982	1	0	2	0	0	3
ENSG00000153993	2	3	1	3	6	3
ENSG00000154001	28	41	48	9	4	38
ENSG00000154016	0	0	0	0	0	0
ENSG00000154025	10	17	16	4	8	11
ENSG00000154027	2	10	0	1	6	7
ENSG00000154040	13	12	10	7	8	5
ENSG00000154059	1	7	3	2	6	5
ENSG00000154065	1	3	1	0	6	3
ENSG00000154080	0	0	0	0	0	0
ENSG00000154096	79	129	108	46	52	61
ENSG00000154099	1	0	2	0	3	1
ENSG00000154102	0	0	2	1	1	0
ENSG00000154114	26	42	32	11	31	32
ENSG00000154122	0	0	0	1	1	0
ENSG00000154124	0	1	0	0	0	2
ENSG00000154133	2	0	0	0	2	0
ENSG00000154134	21	22	21	25	21	20
ENSG00000154144	4	9	5	5	8	8
ENSG00000154146	0	2	4	0	6	2
ENSG00000154153	6	4	2	1	3	7
ENSG00000154162	0	0	0	0	0	0
ENSG00000154175	16	8	15	4	15	18
ENSG00000154188	1	2	1	1	2	2
ENSG00000154217	4	10	10	3	7	12
ENSG00000154222	50	81	50	19	32	47
ENSG00000154227	0	0	0	0	0	0
ENSG00000154229	2	1	0	0	2	4
ENSG00000154237	2	6	12	9	3	4
ENSG00000154240	9	16	9	10	21	17
ENSG00000154258	1	0	2	1	2	1
ENSG00000154262	0	1	0	0	1	0
ENSG00000154263	3	6	4	2	4	3
ENSG00000154265	11	4	6	6	10	6
ENSG00000154269	0	0	1	0	0	0
ENSG00000154274	0	1	1	1	2	0
ENSG00000154277	70	75	93	34	55	83
ENSG00000154305	101	68	128	40	93	122
ENSG00000154309	34	23	27	4	12	18
ENSG00000154310	16	28	33	18	24	28
ENSG00000154319	5	1	7	1	3	1
ENSG00000154328	4	4	4	1	4	3
ENSG00000154330	0	2	8	7	3	4
ENSG00000154358	14	11	18	24	30	25
ENSG00000154359	5	4	6	5	4	9
ENSG00000154370	13	8	8	12	16	25
ENSG00000154380	90	145	117	53	95	104
ENSG00000154415	0	0	0	0	0	0
ENSG00000154429	7	12	5	6	5	6
ENSG00000154438	0	0	0	0	0	0
ENSG00000154447	5	5	0	0	2	2
ENSG00000154451	3	5	6	0	3	7
ENSG00000154473	40	68	59	31	56	21
ENSG00000154479	0	0	0	0	0	0
ENSG00000154485	0	0	0	0	0	0
ENSG00000154493	0	1	0	0	0	0
ENSG00000154511	0	22	19	0	8	8
ENSG00000154518	58	87	78	41	98	87
ENSG00000154529	0	0	0	0	0	1
ENSG00000154545	50	57	10	47	56	60
ENSG00000154548	0	2	0	0	0	0
ENSG00000154553	2	1	1	2	4	4
ENSG00000154556	0	0	0	0	0	0
ENSG00000154582	36	69	56	18	33	50
ENSG00000154589	3	3	2	0	2	0
ENSG00000154611	0	0	0	0	0	0
ENSG00000154639	6	12	6	2	7	2
ENSG00000154640	11	39	40	19	32	22
ENSG00000154642	3	5	13	5	11	11
ENSG00000154645	0	0	0	0	0	0
ENSG00000154646	0	0	0	0	0	0
ENSG00000154654	0	0	0	0	0	4
ENSG00000154655	2	5	4	2	5	6
ENSG00000154678	1	2	4	1	1	7
ENSG00000154710	51	59	76	28	32	53
ENSG00000154719	26	38	37	15	19	14
ENSG00000154721	0	0	6	8	0	10
ENSG00000154723	37	54	53	32	57	58
ENSG00000154727	18	26	25	13	15	20
ENSG00000154734	2	2	2	3	2	1
ENSG00000154743	1	7	4	3	3	2
ENSG00000154760	1	2	4	3	4	7
ENSG00000154767	62	101	87	36	45	46
ENSG00000154781	0	11	1	2	6	5
ENSG00000154783	13	6	15	2	5	18
ENSG00000154803	2	6	9	1	7	9
ENSG00000154813	8	13	3	3	3	11
ENSG00000154814	9	4	7	3	6	5
ENSG00000154822	1	12	13	3	2	9
ENSG00000154832	42	59	55	33	42	50
ENSG00000154839	1	1	3	1	2	4
ENSG00000154845	42	81	73	47	66	64
ENSG00000154856	2	7	6	3	2	1
ENSG00000154864	32	73	58	48	75	85
ENSG00000154889	9	8	15	3	4	5
ENSG00000154914	2	3	4	4	3	6
ENSG00000154917	6	13	11	14	14	12
ENSG00000154920	4	5	5	3	7	6
ENSG00000154928	3	8	11	0	3	5
ENSG00000154930	7	15	12	9	4	19
ENSG00000154945	2	2	6	0	2	1
ENSG00000154957	4	6	4	0	4	1
ENSG00000154975	0	0	0	0	0	0
ENSG00000154978	12	14	9	6	12	14
ENSG00000155008	6	9	9	2	6	3
ENSG00000155011	0	0	0	0	0	0
ENSG00000155016	5	13	22	0	5	3
ENSG00000155026	0	0	0	0	1	0
ENSG00000155034	17	25	23	13	22	17
ENSG00000155052	0	0	0	0	0	0
ENSG00000155066	0	0	1	1	1	1
ENSG00000155085	4	7	5	6	10	9
ENSG00000155087	0	0	0	0	0	0
ENSG00000155090	0	0	44	26	31	48
ENSG00000155093	0	0	0	0	0	0
ENSG00000155096	38	70	51	17	28	40
ENSG00000155097	27	51	56	19	29	16
ENSG00000155099	11	18	18	5	9	8
ENSG00000155100	10	15	5	4	4	3
ENSG00000155111	10	13	13	3	12	6
ENSG00000155158	14	28	17	8	11	10
ENSG00000155189	4	0	2	1	3	3
ENSG00000155229	76	61	87	30	61	62
ENSG00000155249	0	0	0	0	0	0
ENSG00000155252	36	44	65	6	9	38
ENSG00000155256	19	21	21	15	13	20
ENSG00000155265	0	0	0	0	0	1
ENSG00000155269	0	0	0	0	0	0
ENSG00000155275	2	5	3	2	3	1
ENSG00000155287	11	0	10	6	7	6
ENSG00000155307	0	0	1	0	0	0
ENSG00000155313	40	64	84	23	34	38
ENSG00000155324	10	23	24	0	1	2
ENSG00000155329	2	17	1	3	6	3
ENSG00000155330	0	2	6	4	2	1
ENSG00000155363	63	90	81	32	80	63
ENSG00000155366	127	153	135	77	127	138
ENSG00000155367	0	1	1	0	2	0
ENSG00000155368	46	65	72	46	62	82
ENSG00000155380	30	44	44	8	13	20
ENSG00000155428	0	2	1	1	0	1
ENSG00000155438	17	5	2	5	13	7
ENSG00000155463	37	120	50	28	49	44
ENSG00000155465	8	13	18	2	5	5
ENSG00000155495	0	0	0	0	0	0
ENSG00000155506	101	149	122	95	148	174
ENSG00000155508	35	49	62	15	17	21
ENSG00000155511	7	14	14	0	4	5
ENSG00000155530	0	0	0	1	1	2
ENSG00000155542	0	1	0	1	0	1
ENSG00000155545	28	39	32	19	30	34
ENSG00000155561	6	8	7	1	3	7
ENSG00000155592	1	0	1	0	3	1
ENSG00000155621	2	1	4	2	4	3
ENSG00000155629	0	1	4	6	1	7
ENSG00000155636	11	8	3	6	5	6
ENSG00000155657	23	17	17	10	15	22
ENSG00000155659	0	0	0	0	0	0
ENSG00000155660	0	0	1	2	1	0
ENSG00000155666	2	1	6	2	4	4
ENSG00000155714	0	0	0	0	1	0
ENSG00000155719	0	0	0	0	0	0
ENSG00000155729	1	4	8	6	4	6
ENSG00000155744	29	35	42	17	15	22
ENSG00000155749	0	3	1	2	1	0
ENSG00000155754	1	0	3	0	1	1
ENSG00000155755	30	35	44	21	4	30
ENSG00000155760	48	63	85	21	35	21
ENSG00000155761	0	0	0	0	0	2
ENSG00000155792	0	0	0	0	0	0
ENSG00000155816	1	0	4	0	0	0
ENSG00000155827	4	4	6	4	6	6
ENSG00000155833	0	0	0	0	0	0
ENSG00000155846	1	3	2	0	0	3
ENSG00000155849	2	2	1	1	2	4
ENSG00000155850	2	0	0	2	0	1
ENSG00000155868	6	14	12	6	11	14
ENSG00000155875	0	0	0	0	0	0
ENSG00000155886	1	2	2	1	0	0
ENSG00000155893	2	5	5	4	6	12
ENSG00000155897	0	0	0	0	0	0
ENSG00000155903	35	39	20	0	18	0
ENSG00000155918	0	1	0	0	1	0
ENSG00000155926	0	1	0	0	0	0
ENSG00000155957	10	14	25	12	20	14
ENSG00000155959	5	6	7	7	5	6
ENSG00000155962	0	0	0	0	0	0
ENSG00000155966	0	2	2	1	1	3
ENSG00000155970	2	1	0	0	3	0
ENSG00000155974	8	3	2	7	6	9
ENSG00000155975	34	45	70	24	43	33
ENSG00000155980	3	0	1	0	0	6
ENSG00000156006	0	0	1	0	0	0
ENSG00000156009	0	0	0	0	0	1
ENSG00000156011	17	30	27	14	24	29
ENSG00000156017	4	2	8	3	1	3
ENSG00000156026	20	33	22	7	9	18
ENSG00000156030	35	63	60	19	37	42
ENSG00000156042	1	2	0	1	0	2
ENSG00000156050	0	2	0	0	1	0
ENSG00000156052	0	2	0	1	6	1
ENSG00000156076	0	0	0	0	0	0
ENSG00000156096	0	0	0	0	0	0
ENSG00000156097	1	0	0	0	0	1
ENSG00000156103	1	2	0	0	0	2
ENSG00000156113	27	32	26	16	21	24
ENSG00000156127	0	0	0	0	0	0
ENSG00000156136	13	8	15	2	6	5
ENSG00000156140	1	3	2	1	4	5
ENSG00000156162	14	23	16	9	18	21
ENSG00000156170	0	0	3	1	0	4
ENSG00000156171	17	26	27	11	15	19
ENSG00000156194	0	0	0	0	0	0
ENSG00000156206	0	0	0	1	0	1
ENSG00000156218	0	2	0	1	1	2
ENSG00000156219	0	1	0	0	1	0
ENSG00000156222	0	0	0	0	0	0
ENSG00000156232	34	55	45	12	35	32
ENSG00000156234	0	0	0	0	0	0
ENSG00000156239	5	3	2	2	2	3
ENSG00000156256	27	55	44	12	23	34
ENSG00000156261	143	27	214	119	178	171
ENSG00000156265	1	2	2	1	3	2
ENSG00000156269	0	0	0	0	0	0
ENSG00000156273	38	51	44	23	27	32
ENSG00000156298	0	2	0	0	0	0
ENSG00000156299	17	18	17	3	8	22
ENSG00000156304	27	37	205	71	20	36
ENSG00000156313	1	10	14	11	16	5
ENSG00000156345	3	7	6	1	9	10
ENSG00000156374	1	1	0	3	4	1
ENSG00000156381	8	13	13	6	9	13
ENSG00000156384	1	7	7	3	2	6
ENSG00000156395	0	0	0	2	3	0
ENSG00000156398	0	1	1	1	0	1
ENSG00000156411	23	38	29	20	23	26
ENSG00000156413	0	0	0	0	0	1
ENSG00000156414	0	0	2	1	2	1
ENSG00000156453	77	107	113	36	65	50
ENSG00000156463	0	0	1	1	0	1
ENSG00000156466	0	0	0	0	1	0
ENSG00000156467	57	90	74	46	83	76
ENSG00000156469	4	19	23	14	18	16
ENSG00000156471	35	18	35	14	20	31
ENSG00000156475	0	0	0	0	0	2
ENSG00000156482	150	197	91	127	150	161
ENSG00000156486	0	0	0	0	0	0
ENSG00000156500	1	2	2	0	5	1
